"ID";"ScreenTime";"ClosenessPopulistParty"
"1";1;15000;0.736196319018404
"2";2;15000;0.736196319018404
"3";6;14861;0.674846625766872
"4";7;14861;0.674846625766872
"5";8;14699;0.981595092024541
"6";10;14560;2.94478527607362
"7";11;14560;3.00613496932515
"8";13;14560;2.94478527607362
"9";17;14560;2.88343558282209
"10";18;14560;2.88343558282209
"11";19;14560;2.51533742331288
"12";20;14560;2.45398773006135
"13";22;14560;2.45398773006135
"14";24;14560;2.39263803680982
"15";25;14560;2.39263803680982
"16";27;14560;2.39263803680982
"17";29;14560;1.04294478527607
"18";30;14560;1.04294478527607
"19";32;14398;3.19018404907975
"20";37;14398;1.10429447852761
"21";40;14398;0.858895705521474
"22";42;14259;3.31288343558282
"23";43;14259;3.31288343558282
"24";46;14259;1.96319018404908
"25";47;14259;1.10429447852761
"26";49;14259;0.920245398773006
"27";50;14259;0.613496932515337
"28";51;14097;3.43558282208589
"29";52;14097;3.43558282208589
"30";54;14097;1.77914110429448
"31";55;14097;1.77914110429448
"32";57;14097;0.981595092024541
"33";60;13958;3.49693251533742
"34";61;13958;3.49693251533742
"35";66;13958;1.16564417177914
"36";68;13796;3.61963190184049
"37";69;13796;3.61963190184049
"38";71;13796;1.53374233128834
"39";72;13796;1.53374233128834
"40";73;13796;1.53374233128834
"41";74;13796;1.47239263803681
"42";76;13796;1.22699386503067
"43";78;13796;1.22699386503067
"44";82;13657;3.68098159509202
"45";84;13657;1.22699386503067
"46";85;13657;1.10429447852761
"47";87;13495;3.74233128834356
"48";88;13495;3.74233128834356
"49";93;13333;3.80368098159509
"50";94;13333;1.28834355828221
"51";96;13333;0.736196319018404
"52";97;13333;0.736196319018404
"53";99;13333;0.736196319018404
"54";100;13333;0.674846625766872
"55";101;13333;0.674846625766872
"56";103;13333;0.674846625766872
"57";105;13194;1.28834355828221
"58";106;13194;1.28834355828221
"59";107;13194;0.920245398773006
"60";110;13032;3.98773006134969
"61";111;13032;1.22699386503067
"62";115;12894;4.04907975460123
"63";117;12894;1.28834355828221
"64";118;12894;1.22699386503067
"65";120;12894;0.981595092024541
"66";122;12731;5.58282208588957
"67";123;12731;5.58282208588957
"68";124;12731;5.58282208588957
"69";125;12731;5.58282208588957
"70";127;12731;4.96932515337423
"71";128;12731;4.9079754601227
"72";129;12731;4.9079754601227
"73";132;12731;4.11042944785276
"74";133;12731;1.22699386503067
"75";134;12731;1.04294478527607
"76";137;12593;5.76687116564417
"77";139;12593;5.76687116564417
"78";140;12593;4.66257668711657
"79";141;12593;4.66257668711657
"80";142;12593;4.66257668711657
"81";143;12593;4.66257668711657
"82";145;12593;4.17177914110429
"83";148;12593;0.674846625766872
"84";152;12431;4.41717791411043
"85";153;12431;4.41717791411043
"86";154;12431;4.29447852760736
"87";155;12431;4.29447852760736
"88";157;12431;1.16564417177914
"89";158;12431;0.736196319018404
"90";159;12431;0.736196319018404
"91";160;12431;0.736196319018404
"92";161;12292;6.01226993865031
"93";163;12292;4.29447852760736
"94";165;12292;1.28834355828221
"95";166;12292;1.16564417177914
"96";169;12292;1.16564417177914
"97";170;12292;1.16564417177914
"98";171;12292;0.858895705521474
"99";172;12292;0.797546012269939
"100";173;12292;0.797546012269939
"101";178;12130;4.11042944785276
"102";181;12130;0.920245398773006
"103";182;11968;6.19631901840491
"104";183;11968;6.19631901840491
"105";184;11968;3.98773006134969
"106";186;11968;3.98773006134969
"107";187;11968;1.22699386503067
"108";188;11968;1.22699386503067
"109";190;11829;8.58895705521472
"110";191;11829;8.09815950920245
"111";193;11829;8.03680981595092
"112";198;11829;2.02453987730061
"113";201;11829;1.53374233128834
"114";202;11829;1.53374233128834
"115";204;11829;0.981595092024541
"116";206;11667;8.65030674846626
"117";207;11667;8.46625766871166
"118";209;11667;7.85276073619632
"119";212;11667;6.31901840490798
"120";213;11667;3.80368098159509
"121";214;11667;3.80368098159509
"122";217;11667;1.34969325153374
"123";218;11667;1.47239263803681
"124";220;11667;1.34969325153374
"125";222;11528;8.65030674846626
"126";224;11528;7.79141104294478
"127";225;11528;7.79141104294478
"128";226;11528;6.31901840490798
"129";227;11528;6.31901840490798
"130";229;11528;3.74233128834356
"131";230;11528;2.20858895705522
"132";231;11528;2.20858895705522
"133";232;11528;1.47239263803681
"134";234;11528;1.41104294478528
"135";236;11528;1.28834355828221
"136";238;11528;0.920245398773006
"137";239;11366;8.65030674846626
"138";242;11366;7.73006134969325
"139";243;11366;7.73006134969325
"140";244;11366;6.38036809815951
"141";246;11366;2.26993865030675
"142";248;11366;1.28834355828221
"143";251;11227;8.52760736196319
"144";252;11227;8.52760736196319
"145";255;11227;8.52760736196319
"146";256;11227;8.52760736196319
"147";257;11227;7.97546012269939
"148";261;11227;7.66871165644172
"149";263;11227;6.44171779141104
"150";264;11227;3.61963190184049
"151";265;11227;3.61963190184049
"152";266;11227;2.33128834355828
"153";267;11227;2.33128834355828
"154";268;11227;1.22699386503067
"155";271;11065;8.71165644171779
"156";273;11065;7.73006134969325
"157";275;11065;7.73006134969325
"158";276;11065;7.66871165644172
"159";278;11065;6.44171779141104
"160";280;11065;3.49693251533742
"161";285;11065;1.04294478527607
"162";286;11065;1.04294478527607
"163";287;11065;0.981595092024541
"164";290;11065;0.981595092024541
"165";291;10926;8.89570552147239
"166";292;10926;8.83435582822086
"167";294;10926;7.54601226993865
"168";295;10926;7.60736196319019
"169";296;10926;6.50306748466258
"170";299;10926;2.39263803680982
"171";301;10764;8.95705521472393
"172";303;10764;9.01840490797546
"173";304;10764;7.42331288343558
"174";307;10764;7.11656441717791
"175";309;10764;7.05521472392638
"176";312;10764;3.31288343558282
"177";315;10764;2.45398773006135
"178";316;10625;9.07975460122699
"179";317;10625;9.07975460122699
"180";319;10625;8.71165644171779
"181";322;10625;8.09815950920245
"182";323;10625;8.09815950920245
"183";324;10625;7.30061349693252
"184";325;10625;7.30061349693252
"185";326;10625;7.23926380368098
"186";327;10625;7.23926380368098
"187";331;10625;3.12883435582822
"188";336;10463;9.57055214723926
"189";339;10463;8.83435582822086
"190";340;10463;8.83435582822086
"191";342;10463;7.85276073619632
"192";344;10463;7.42331288343558
"193";345;10463;7.17791411042945
"194";346;10463;7.42331288343558
"195";348;10463;6.19631901840491
"196";349;10463;6.19631901840491
"197";350;10463;2.82208588957055
"198";352;10463;2.88343558282209
"199";353;10463;2.82208588957055
"200";354;10463;2.82208588957055
"201";355;10463;2.51533742331288
"202";356;10301;9.6319018404908
"203";358;10301;9.26380368098159
"204";359;10301;9.26380368098159
"205";361;10301;8.58895705521472
"206";362;10301;8.52760736196319
"207";363;10301;8.58895705521472
"208";364;10301;7.79141104294478
"209";366;10301;7.73006134969325
"210";368;10301;7.11656441717791
"211";369;10301;7.11656441717791
"212";370;10301;7.17791411042945
"213";371;10301;7.05521472392638
"214";373;10301;7.11656441717791
"215";374;10301;7.11656441717791
"216";378;10301;7.11656441717791
"217";380;10301;6.62576687116564
"218";381;10301;6.68711656441718
"219";382;10301;6.68711656441718
"220";384;10301;6.13496932515337
"221";388;10301;2.33128834355828
"222";389;10301;2.33128834355828
"223";390;10162;9.57055214723926
"224";392;10162;9.32515337423313
"225";394;10162;8.95705521472393
"226";395;10162;8.71165644171779
"227";396;10162;8.71165644171779
"228";400;10162;7.66871165644172
"229";402;10162;7.60736196319019
"230";403;10162;7.23926380368098
"231";404;10162;6.99386503067485
"232";408;10162;6.01226993865031
"233";412;10000;9.69325153374233
"234";414;10000;9.38650306748466
"235";415;10000;8.95705521472393
"236";417;10000;8.77300613496933
"237";420;10000;7.66871165644172
"238";421;10000;6.93251533742331
"239";424;10000;6.01226993865031
"240";425;10000;1.90184049079755
"241";426;10000;1.84049079754601
"242";427;10000;1.84049079754601
"243";429;9861;9.4478527607362
"244";430;9861;9.4478527607362
"245";434;9861;8.77300613496933
"246";436;9861;8.52760736196319
"247";437;9861;8.22085889570552
"248";440;9861;6.87116564417178
"249";441;9861;6.50306748466258
"250";443;9861;5.95092024539877
"251";444;9861;1.71779141104295
"252";445;9861;1.71779141104295
"253";451;9699;8.09815950920245
"254";453;9699;6.80981595092025
"255";456;9699;6.50306748466258
"256";458;9699;5.88957055214724
"257";459;9699;1.59509202453988
"258";462;9560;9.50920245398773
"259";464;9560;8.95705521472393
"260";465;9560;8.83435582822086
"261";466;9560;8.52760736196319
"262";467;9560;8.03680981595092
"263";469;9560;6.44171779141104
"264";470;9560;5.88957055214724
