"","canton_id","canton_name","mun_id","mun_name","jaStimmenInProzent","jaStimmenAbsolut","neinStimmenAbsolut","stimmbeteiligungInProzent","eingelegteStimmzettel","anzahlStimmberechtigte","gueltigeStimmen","TotalAreaHa","AgriculturalAreaHa"
"577","4","Uri","1205","Bürglen (UR)",29.68591692,586,1388,66.204620462,2006,3030,1974,5311,2839
"578","4","Uri","1206","Erstfeld",38.663967611,573,909,59.542586751,1510,2536,1482,5906,624
"579","4","Uri","1207","Flüelen",33.853006682,304,594,63.522012579,909,1431,898,1240,296
"580","4","Uri","1208","Göschenen",21.904761905,46,164,71.283783784,211,296,210,10415,588
"581","4","Uri","1209","Gurtnellen",20.883534137,52,197,63.771712159,257,403,249,8339,899
"582","4","Uri","1210","Hospental",11,11,89,72.142857143,101,140,100,3511,1017
"583","4","Uri","1211","Isenthal",28.368794326,80,202,76.139410188,284,373,282,6095,1663
"584","4","Uri","1212","Realp",26.02739726,19,54,66.363636364,73,110,73,7780,2900
"585","4","Uri","1213","Schattdorf",33.106757297,828,1673,63.038038038,2519,3996,2501,1629,519
"586","4","Uri","1214","Seedorf (UR)",32.111111111,289,611,64.265734266,919,1430,900,1932,300
"587","4","Uri","1215","Seelisberg",28.74251497,96,238,67.735470942,338,499,334,1319,424
"588","4","Uri","1216","Silenen",21.546391753,209,761,64.524590164,984,1525,970,14474,1805
"589","4","Uri","1217","Sisikon",26.060606061,43,122,69.583333333,167,240,165,1645,560
"590","4","Uri","1218","Spiringen",10.769230769,56,464,77.678571429,522,672,520,6479,2392
"591","4","Uri","1219","Unterschächen",11.574074074,50,382,79.70749543,436,547,432,8023,3105
"592","4","Uri","1220","Wassen",22.404371585,41,142,71.317829457,184,258,183,9691,998
"593","5","Schwyz","1301","Einsiedeln",31.310679612,2580,5660,72.757650369,8274,11372,8240,9889,4250
"594","5","Schwyz","1311","Gersau",43.388834476,443,578,66.258064516,1027,1550,1021,1436,560
"595","5","Schwyz","1321","Feusisberg",34.273684211,814,1561,66.853932584,2380,3560,2375,1747,810
"596","5","Schwyz","1322","Freienbach",39.471228616,2538,3892,64.144019044,6467,10082,6430,1384,516
"597","5","Schwyz","1323","Wollerau",36.164896939,1158,2044,67.838349821,3223,4751,3202,637,308
"598","5","Schwyz","1331","Küssnacht (SZ)",45.065842952,2772,3379,71.03392939,6197,8724,6151,2948,1609
"599","5","Schwyz","1341","Altendorf",37.094129223,1131,1918,64.575878762,3068,4751,3049,2049,1048
"600","5","Schwyz","1342","Galgenen",31.165919283,695,1535,65.39135514,2239,3424,2230,1323,649
"601","5","Schwyz","1343","Innerthal",13.793103448,16,100,79.591836735,117,147,116,5019,1663
"602","5","Schwyz","1344","Lachen",44.207683073,1473,1859,62.074704142,3357,5408,3332,242,54
"603","5","Schwyz","1345","Reichenburg",23.973607038,327,1037,55.618892508,1366,2456,1364,1154,622
"604","5","Schwyz","1346","Schübelbach",27.949739504,912,2351,61.109043543,3284,5374,3263,2902,1371
"605","5","Schwyz","1347","Tuggen",25.656565657,381,1104,64.826086957,1491,2300,1485,1356,815
"606","5","Schwyz","1348","Vorderthal",12.237762238,70,502,71.199011125,576,809,572,2795,993
"607","5","Schwyz","1349","Wangen (SZ)",31.977891828,810,1723,67.480753916,2542,3767,2533,844,485
"608","5","Schwyz","1361","Alpthal",15.463917526,60,328,81.551362683,389,477,388,2293,705
"609","5","Schwyz","1362","Arth",37.075180227,1800,3055,67.146578911,4897,7293,4855,4199,1706
"610","5","Schwyz","1363","Illgau",20.987654321,102,384,79.512195122,489,615,486,1099,674
"611","5","Schwyz","1364","Ingenbohl",43.125,1794,2366,68.402948403,4176,6105,4160,1342,377
"612","5","Schwyz","1365","Lauerz",28.739495798,171,424,76.824583867,600,781,595,920,416
"613","5","Schwyz","1366","Morschach",28.913443831,157,386,73.978201635,543,734,543,2084,1073
"614","5","Schwyz","1367","Muotathal",17.132039754,362,1751,79.422788606,2119,2668,2113,17213,5697
"615","5","Schwyz","1368","Oberiberg",23.985239852,130,412,76.912181303,543,706,542,3317,1612
"616","5","Schwyz","1369","Riemenstalden",9.090909091,4,40,78.947368421,45,57,44,1118,568
"617","5","Schwyz","1370","Rothenthurm",15.243415802,191,1062,77.00797057,1256,1631,1253,2276,906
"618","5","Schwyz","1371","Sattel",24.031007752,248,784,76.531365314,1037,1355,1032,1736,969
"619","5","Schwyz","1372","Schwyz",40.604026846,3025,4425,70.556130611,7498,10627,7450,5311,2479
"620","5","Schwyz","1373","Steinen",33.565044687,676,1338,74.962962963,2024,2700,2014,1181,616
"621","5","Schwyz","1374","Steinerberg",23.837209302,123,393,72.384937238,519,717,516,697,461
"622","5","Schwyz","1375","Unteriberg",10.683760684,150,1254,77.028508772,1405,1824,1404,4649,1898
"623","6","Obwalden","1401","Alpnach",34.88961274,964,1799,66.927083333,2827,4224,2763,5383,1691
"624","6","Obwalden","1402","Engelberg",37.988535696,729,1190,74.886535552,1980,2644,1919,7490,1987
"625","6","Obwalden","1403","Giswil",31.160164271,607,1341,74.072700297,1997,2696,1948,8591,2988
"626","6","Obwalden","1404","Kerns",30.090361446,999,2321,73.742411101,3401,4612,3320,9259,4106
"627","6","Obwalden","1405","Lungern",32.034632035,370,785,74.781523096,1198,1602,1155,4648,1836
"628","6","Obwalden","1406","Sachseln",39.160839161,1008,1566,70.130562217,2632,3753,2574,5382,2285
"629","6","Obwalden","1407","Sarnen",41.389263036,2151,3046,70.213896639,5285,7527,5197,7316,2773
"630","7","Nidwalden","1501","Beckenried",35.399673736,651,1188,69.015123571,1871,2711,1839,2425,1171
"631","7","Nidwalden","1502","Buochs",37.715855573,961,1587,67.509778357,2589,3835,2548,995,461
"632","7","Nidwalden","1503","Dallenwil",31.638418079,336,726,73.551465576,1079,1467,1062,1552,826
"633","7","Nidwalden","1504","Emmetten",26.238286479,196,551,67.996453901,767,1128,747,2504,886
"634","7","Nidwalden","1505","Ennetbürgen",38.516048353,924,1475,68.672665917,2442,3556,2399,940,459
"635","7","Nidwalden","1506","Ennetmoos",30.475382003,359,819,71.085782843,1185,1667,1178,1409,660
"636","7","Nidwalden","1507","Hergiswil (NW)",36.867088608,932,1596,64.100647733,2573,4014,2528,1424,405
"637","7","Nidwalden","1508","Oberdorf (NW)",35.138183869,623,1150,77.085124678,1793,2326,1773,1610,848
"638","7","Nidwalden","1509","Stans",51.274287156,2032,1931,67.151211362,4019,5985,3963,1109,435
"639","7","Nidwalden","1510","Stansstad",37.085474078,794,1347,64.795008913,2181,3366,2141,907,293
"640","7","Nidwalden","1511","Wolfenschiessen",29.422382671,326,782,69.825436409,1120,1604,1108,9265,3626
"641","8","Glarus","1630","Glarus Nord",36.503742845,2487,4326,58.356699805,6868,11769,6813,14706,5291
"642","8","Glarus","1631","Glarus Süd",38.612059158,1697,2698,63.266180883,4428,6999,4395,43003,12155
"643","8","Glarus","1632","Glarus",46.437346437,2079,2398,57.718894009,4509,7812,4477,10356,2672
"644","9","Zug","1701","Baar",46.063616189,4359,5104,65.346058775,9517,14564,9463,2478,1268
"645","9","Zug","1702","Cham",50.094683176,3439,3426,65.779938978,6899,10488,6865,1774,1047
"646","9","Zug","1703","Hünenberg",51.257712387,2160,2054,70.281923715,4238,6030,4214,1838,1078
"647","9","Zug","1704","Menzingen",39.034116083,881,1376,72.36084453,2262,3126,2257,2748,1696
"648","9","Zug","1705","Neuheim",35.823754789,374,670,72.771587744,1045,1436,1044,792,515
"649","9","Zug","1706","Oberägeri",35.973482205,1031,1835,74.398758728,2877,3867,2866,2999,1200
"650","9","Zug","1707","Risch",42.775229358,1865,2495,63.266483913,4385,6931,4360,1487,768
"651","9","Zug","1708","Steinhausen",48.319843022,1970,2107,64.678030303,4098,6336,4077,504,219
"652","9","Zug","1709","Unterägeri",42.280701754,1687,2303,70.624450308,4015,5685,3990,2567,911
"653","9","Zug","1710","Walchwil",40.935297886,639,922,72.794800371,1568,2154,1561,1350,558
"654","9","Zug","1711","Zug",56.391363948,6582,5090,67.412378822,11752,17433,11672,2170,694
"655","10","Fribourg / Freiburg","2008","Châtillon (FR)",42.435424354,115,156,73.924731183,275,372,271,126,63
"656","10","Fribourg / Freiburg","2011","Cugy (FR)",31.887456038,272,581,70.981038747,861,1213,853,989,675
"657","10","Fribourg / Freiburg","2016","Fétigny",32.251521298,159,334,70.083102493,506,722,493,407,302
"658","10","Fribourg / Freiburg","2022","Gletterens",33.472803347,160,318,67.127071823,486,724,478,297,142
"659","10","Fribourg / Freiburg","2025","Lully (FR)",28.796844181,146,361,72.245467225,518,717,507,547,351
"660","10","Fribourg / Freiburg","2027","Ménières",24.193548387,45,141,72.030651341,188,261,186,435,317
"661","10","Fribourg / Freiburg","2029","Montagny (FR)",32.059079062,369,782,65.647990945,1160,1767,1151,1752,990
"662","10","Fribourg / Freiburg","2035","Nuvilly",37.914691943,80,131,70.394736842,214,304,211,395,297
"663","10","Fribourg / Freiburg","2038","Prévondavaux",18.181818182,8,36,74.576271186,44,59,44,182,116
"664","10","Fribourg / Freiburg","2041","Saint-Aubin (FR)",36.107554417,282,499,68.284228769,788,1154,781,792,629
"665","10","Fribourg / Freiburg","2043","Sévaz",41.176470588,56,80,70.408163265,138,196,136,246,215
"666","10","Fribourg / Freiburg","2044","Surpierre",28.496503497,163,409,68.69047619,577,840,572,1474,880
"667","10","Fribourg / Freiburg","2045","Vallon",32.420091324,71,148,73.42192691,221,301,219,350,301
"668","10","Fribourg / Freiburg","2050","Les Montets",31.671554252,216,466,70.726714432,691,977,682,1031,608
"669","10","Fribourg / Freiburg","2051","Delley-Portalban",35.047619048,184,341,62.485207101,528,845,525,721,460
"670","10","Fribourg / Freiburg","2053","Belmont-Broye",36.609336609,745,1290,61.664677804,2067,3352,2035,2582,1636
"671","10","Fribourg / Freiburg","2054","Estavayer",41.343934342,1612,2287,64.385993223,3990,6197,3899,4048,2673
"672","10","Fribourg / Freiburg","2055","Cheyres-Châbles",40.487347704,432,635,65.677966102,1085,1652,1067,980,450
"673","10","Fribourg / Freiburg","2061","Auboranges",35.099337748,53,98,76.354679803,155,203,151,193,155
"674","10","Fribourg / Freiburg","2063","Billens-Hennens",45.859872611,144,170,58.378378378,324,555,314,490,389
"675","10","Fribourg / Freiburg","2066","Chapelle (Glâne)",50.609756098,83,81,72.925764192,167,229,164,204,145
"676","10","Fribourg / Freiburg","2067","Le Châtelard",16.990291262,35,171,80.694980695,209,259,206,747,519
"677","10","Fribourg / Freiburg","2068","Châtonnaye",26.424870466,102,284,67.006802721,394,588,386,632,440
"678","10","Fribourg / Freiburg","2072","Ecublens (FR)",32.291666667,62,130,75.28957529,195,259,192,484,318
"679","10","Fribourg / Freiburg","2079","Grangettes",21.649484536,21,76,76.642335766,105,137,97,336,233
"680","10","Fribourg / Freiburg","2086","Massonnens",27.106227106,74,199,79.545454545,280,352,273,430,311
"681","10","Fribourg / Freiburg","2087","Mézières (FR)",29.588014981,158,376,72.606382979,546,752,534,895,704
"682","10","Fribourg / Freiburg","2089","Montet (Glâne)",29.680365297,65,154,71.661237785,220,307,219,222,149
"683","10","Fribourg / Freiburg","2096","Romont (FR)",42.895442359,640,852,58.449074074,1515,2592,1492,1089,702
"684","10","Fribourg / Freiburg","2097","Rue",34.471544715,212,403,62.906504065,619,984,615,1124,782
"685","10","Fribourg / Freiburg","2099","Siviriez",29.484732824,309,739,69.422572178,1058,1524,1048,2027,1482
"686","10","Fribourg / Freiburg","2102","Ursy",29.571428571,414,986,67.362428843,1420,2108,1400,1487,960
"687","10","Fribourg / Freiburg","2113","Vuisternens-devant-Romont",22.857142857,272,918,73.369565217,1215,1656,1190,2403,1864
"688","10","Fribourg / Freiburg","2114","Villorsonnens",26.470588235,189,525,70.65111759,727,1029,714,1549,1002
"689","10","Fribourg / Freiburg","2115","Torny",29.400386847,152,365,76.392961877,521,682,517,1023,695
"690","10","Fribourg / Freiburg","2117","Villaz",32.653061224,336,693,71.467207573,1057,1479,1029,1543,1070
"691","10","Fribourg / Freiburg","2121","Haut-Intyamon",36,252,448,68.285714286,717,1050,700,6030,2993
"692","10","Fribourg / Freiburg","2122","Pont-en-Ogoz",40.762124711,353,513,64.874815906,881,1358,866,1013,634
"693","10","Fribourg / Freiburg","2123","Botterens",25.316455696,80,236,70.175438596,320,456,316,429,145
"694","10","Fribourg / Freiburg","2124","Broc",37.318435754,334,561,58.667529107,907,1546,895,1006,404
"695","10","Fribourg / Freiburg","2125","Bulle",49.119436439,3068,3178,53.468909532,6389,11949,6246,2382,1002
"696","10","Fribourg / Freiburg","2128","Châtel-sur-Montsalvens",37.671232877,55,91,76.41025641,149,195,146,199,96
"697","10","Fribourg / Freiburg","2129","Corbières",35.14739229,155,286,72.463768116,450,621,441,966,481
"698","10","Fribourg / Freiburg","2130","Crésuz",40.39408867,82,121,75,207,276,203,180,60
"699","10","Fribourg / Freiburg","2131","Echarlens",38.902743142,156,245,68.120805369,406,596,401,461,338
"700","10","Fribourg / Freiburg","2134","Grandvillard",32.731376975,145,298,78.509532062,453,577,443,2433,1152
"701","10","Fribourg / Freiburg","2135","Gruyères",40.714285714,342,498,62.426470588,849,1360,840,2849,1120
"702","10","Fribourg / Freiburg","2137","Hauteville",33.564013841,97,192,66.438356164,291,438,289,1050,523
"703","10","Fribourg / Freiburg","2138","Jaun",19.553072626,70,288,75.154004107,366,487,358,5525,2337
"704","10","Fribourg / Freiburg","2140","Marsens",41.359447005,359,509,66.266866567,884,1334,868,783,491
"705","10","Fribourg / Freiburg","2143","Morlon",44.548286604,143,178,70.833333333,323,456,321,265,175
"706","10","Fribourg / Freiburg","2145","Le Pâquier (FR)",42.181818182,232,318,66.030989273,554,839,550,450,305
"707","10","Fribourg / Freiburg","2147","Pont-la-Ville",27.388535032,86,228,74.065420561,317,428,314,436,286
"708","10","Fribourg / Freiburg","2148","Riaz",36.20230701,408,719,60.788492275,1141,1877,1127,778,470
"709","10","Fribourg / Freiburg","2149","La Roche",22.168674699,184,646,69.58677686,842,1210,830,2407,1117
"710","10","Fribourg / Freiburg","2152","Sâles",33.245382586,252,506,76.540755467,770,1006,758,1881,1353
"711","10","Fribourg / Freiburg","2153","Sorens",34.824902724,179,335,69.117647059,517,748,514,873,553
"712","10","Fribourg / Freiburg","2155","Vaulruz",35.50295858,180,327,69.918699187,516,738,507,1005,639
"713","10","Fribourg / Freiburg","2160","Vuadens",36.894164194,373,638,64.366373902,1026,1594,1011,1046,670
"714","10","Fribourg / Freiburg","2162","Bas-Intyamon",34.326018809,219,419,65.590312815,650,991,638,3326,1603
"715","10","Fribourg / Freiburg","2163","Val-de-Charmey",37.966101695,448,732,67.954545455,1196,1760,1180,11208,4818
"716","10","Fribourg / Freiburg","2173","Autigny",31.955922865,116,247,69.44971537,366,527,363,620,419
"717","10","Fribourg / Freiburg","2174","Avry",46.954314721,370,418,66.499162479,794,1194,788,580,411
"718","10","Fribourg / Freiburg","2175","Belfaux",48.787313433,523,549,58.718087996,1081,1841,1072,891,503
"719","10","Fribourg / Freiburg","2177","Chénens",42.105263158,128,176,59.689922481,308,516,304,394,258
"720","10","Fribourg / Freiburg","2183","Corminboeuf",48.954983923,609,635,66.789473684,1269,1900,1244,724,382
"721","10","Fribourg / Freiburg","2186","Cottens (FR)",40.625,260,380,66.907216495,649,970,640,498,337
"722","10","Fribourg / Freiburg","2194","Ferpicloz",36.752136752,43,74,67.597765363,121,179,117,102,70
"723","10","Fribourg / Freiburg","2196","Fribourg",67.332560421,7550,3663,56.734106913,11441,20166,11213,933,116
"724","10","Fribourg / Freiburg","2197","Givisiez",49.182242991,421,435,56.290115533,877,1558,856,347,112
"725","10","Fribourg / Freiburg","2198","Granges-Paccot",47.076313181,475,534,52.262328419,1028,1967,1009,395,162
"726","10","Fribourg / Freiburg","2200","Grolley",44.416562108,354,443,61.904761905,806,1302,797,535,339
"727","10","Fribourg / Freiburg","2206","Marly",58.026456918,1623,1174,58.661417323,2831,4826,2797,771,259
"728","10","Fribourg / Freiburg","2208","Matran",49.319727891,290,298,58.357487923,604,1035,588,292,142
"729","10","Fribourg / Freiburg","2211","Neyruz (FR)",51.286939943,538,511,61.162255466,1063,1738,1049,556,311
"730","10","Fribourg / Freiburg","2216","Pierrafortscha",34.065934066,31,60,80.530973451,91,113,91,507,358
"731","10","Fribourg / Freiburg","2217","Ponthaux",38.718662953,139,220,70,371,530,359,592,407
"732","10","Fribourg / Freiburg","2220","Le Mouret",38.271604938,496,800,60.411899314,1320,2185,1296,1858,882
"733","10","Fribourg / Freiburg","2226","Treyvaux",42.00260078,323,446,74.119885823,779,1051,769,1139,713
"734","10","Fribourg / Freiburg","2228","Villars-sur-Glâne",60.59165346,2294,1492,57.45823389,3852,6704,3786,545,140
"735","10","Fribourg / Freiburg","2230","Villarsel-sur-Marly",31.578947368,12,26,91.111111111,41,45,38,141,105
"736","10","Fribourg / Freiburg","2233","Hauterive (FR)",44.704779756,477,590,63.96713615,1090,1704,1067,1193,610
"737","10","Fribourg / Freiburg","2234","La Brillaz",40.103626943,387,578,68.736767819,974,1417,965,1027,725
"738","10","Fribourg / Freiburg","2235","La Sonnaz",48.197343454,254,273,63.27014218,534,844,527,693,447
"739","10","Fribourg / Freiburg","2236","Gibloux",38.871857756,1268,1994,66.076754822,3323,5029,3262,3613,2240
"740","10","Fribourg / Freiburg","2237","Prez",39.7,397,603,63.101938712,1009,1599,1000,1604,1085
"741","10","Fribourg / Freiburg","2238","Bois-d'Amont",45.694716243,467,555,68.642951252,1042,1518,1022,1223,760
"742","10","Fribourg / Freiburg","2250","Courgevaux",48.523206751,230,244,58.996328029,482,817,474,339,189
"743","10","Fribourg / Freiburg","2254","Courtepin",42.402402402,706,959,61.006517017,1685,2762,1665,2178,1200
"744","10","Fribourg / Freiburg","2257","Cressier (FR)",50,216,216,73.693086003,437,593,432,418,282
"745","10","Fribourg / Freiburg","2258","Fräschels",42.641509434,113,152,78.362573099,268,342,265,315,222
"746","10","Fribourg / Freiburg","2261","Greng",49,49,51,77.86259542,102,131,100,97,69
"747","10","Fribourg / Freiburg","2262","Gurmels",40.804020101,812,1178,64.480874317,2006,3111,1990,1726,1164
"748","10","Fribourg / Freiburg","2265","Kerzers",44.578313253,851,1058,62.918032787,1919,3050,1909,1227,826
"749","10","Fribourg / Freiburg","2266","Kleinbösingen",39.622641509,147,224,70.699432892,374,529,371,303,197
"750","10","Fribourg / Freiburg","2271","Meyriez",58.282208589,190,136,73.258426966,326,445,326,34,1
"751","10","Fribourg / Freiburg","2272","Misery-Courtion",32.027972028,229,486,59.918367347,734,1225,715,1135,839
"752","10","Fribourg / Freiburg","2274","Muntelier",57.51503006,287,212,72.301136364,509,704,499,114,27
"753","10","Fribourg / Freiburg","2275","Murten",49.697428139,1971,1995,64.691597863,3996,6177,3966,3637,2292
"754","10","Fribourg / Freiburg","2276","Ried bei Kerzers",31.699346405,194,418,76.014760148,618,813,612,754,584
"755","10","Fribourg / Freiburg","2278","Ulmiz",35.433070866,90,164,74.127906977,255,344,254,287,188
"756","10","Fribourg / Freiburg","2284","Mont-Vully",48.49286092,917,974,64.508554176,1923,2981,1891,1750,1201
"757","10","Fribourg / Freiburg","2292","Brünisried",31.343283582,105,230,64,336,525,335,327,234
"758","10","Fribourg / Freiburg","2293","Düdingen",51.743375174,1855,1730,60.209511141,3621,6014,3585,3087,2045
"759","10","Fribourg / Freiburg","2294","Giffers",35.483870968,253,460,59.12106136,713,1206,713,521,327
"760","10","Fribourg / Freiburg","2295","Bösingen",43.714821764,699,900,63.32807571,1606,2536,1599,1432,1058
"761","10","Fribourg / Freiburg","2296","Heitenried",42.496493689,303,410,67.134831461,717,1068,713,910,653
"762","10","Fribourg / Freiburg","2299","Plaffeien",32.814371257,548,1122,60.014306152,1678,2796,1670,6662,3252
"763","10","Fribourg / Freiburg","2300","Plasselb",30.815109344,155,348,61.416361416,503,819,503,1817,671
"764","10","Fribourg / Freiburg","2301","Rechthalten",36.65480427,206,356,64.652223489,567,877,562,729,524
"765","10","Fribourg / Freiburg","2303","St. Silvester",20.374220374,98,383,64.447403462,484,751,481,703,370
"766","10","Fribourg / Freiburg","2304","St. Ursen",46.472392638,303,349,65.541211519,660,1007,652,1568,1156
"767","10","Fribourg / Freiburg","2305","Schmitten (FR)",51.877682403,967,897,62.04620462,1880,3030,1864,1350,958
"768","10","Fribourg / Freiburg","2306","Tafers",45.358238082,1627,1960,62.740676496,3617,5765,3587,4139,2937
"769","10","Fribourg / Freiburg","2307","Tentlingen",37.459283388,230,384,61.607142857,621,1008,614,366,236
"770","10","Fribourg / Freiburg","2308","Ueberstorf",37.609561753,472,783,67.450561197,1262,1871,1255,1612,1167
"771","10","Fribourg / Freiburg","2309","Wünnewil-Flamatt",45.990338164,952,1118,57.410985371,2080,3623,2070,1326,831
"772","10","Fribourg / Freiburg","2321","Attalens",43.380703067,580,757,59.814323607,1353,2262,1337,981,566
"773","10","Fribourg / Freiburg","2323","Bossonnens",38.752362949,205,324,60.561797753,539,890,529,410,277
"774","10","Fribourg / Freiburg","2325","Châtel-Saint-Denis",39.256989659,1025,1586,62.738179252,2667,4251,2611,4789,2188
"775","10","Fribourg / Freiburg","2328","Granges (Veveyse)",50.112866817,222,221,74.875207987,450,601,443,447,297
"776","10","Fribourg / Freiburg","2333","Remaufens",38.10483871,189,307,66.35883905,503,758,496,591,399
"777","10","Fribourg / Freiburg","2335","Saint-Martin (FR)",35.477582846,182,331,71.700680272,527,735,513,976,749
"778","10","Fribourg / Freiburg","2336","Semsales",31.411229135,207,452,67.97979798,673,990,659,2939,1361
"779","10","Fribourg / Freiburg","2337","Le Flon",33.675213675,197,388,73.431734317,597,813,585,958,689
"780","10","Fribourg / Freiburg","2338","La Verrerie",29.82171799,184,433,72.716763006,629,865,617,1345,1034
"781","11","Solothurn","2401","Egerkingen",32.938187976,389,792,53.790613718,1192,2216,1181,693,167
"782","11","Solothurn","2402","Härkingen",31.358381503,217,475,62.869955157,701,1115,692,552,267
"783","11","Solothurn","2403","Kestenholz",40.172786177,372,554,67.270094135,929,1381,926,861,443
"784","11","Solothurn","2404","Neuendorf",40.2,402,598,62.430254185,1007,1613,1000,713,337
"785","11","Solothurn","2405","Niederbuchsiten",26.371681416,149,416,63.444444444,571,900,565,548,296
"786","11","Solothurn","2406","Oberbuchsiten",32.786885246,260,533,57.39814153,803,1399,793,936,350
"787","11","Solothurn","2407","Oensingen",33.444816054,600,1194,53.747769185,1807,3362,1794,1207,459
"788","11","Solothurn","2408","Wolfwil",32.627526468,339,700,60.803727432,1044,1717,1039,687,361
"789","11","Solothurn","2421","Aedermannsdorf",32.183908046,112,236,73.885350318,348,471,348,1294,643
"790","11","Solothurn","2422","Balsthal",38.068448195,812,1321,61.315115286,2154,3513,2133,1572,450
"791","11","Solothurn","2424","Herbetswil",29.181494662,82,199,65.148063781,286,439,281,1630,561
"792","11","Solothurn","2425","Holderbank (SO)",22.115384615,69,243,58.256029685,314,539,312,778,339
"793","11","Solothurn","2426","Laupersdorf",37.746806039,325,536,65.532879819,867,1323,861,1553,734
"794","11","Solothurn","2427","Matzendorf",28.209191759,178,453,61.730769231,642,1040,631,1131,450
"795","11","Solothurn","2428","Mümliswil-Ramiswil",23.236196319,303,1001,70.3125,1305,1856,1304,3541,1803
"796","11","Solothurn","2430","Welschenrohr-Gänsbrunnen",34.325744308,196,375,65.310734463,578,885,571,2440,789
"797","11","Solothurn","2445","Biezwil",33.157894737,63,127,72.075471698,191,265,190,415,214
"798","11","Solothurn","2455","Lüterkofen-Ichertswil",37.86407767,156,256,58.498583569,413,706,412,439,228
"799","11","Solothurn","2456","Lüterswil-Gächliwil",34.343434343,68,130,71.841155235,199,277,198,309,185
"800","11","Solothurn","2457","Messen",37.774524158,258,425,61.140350877,697,1140,683,1190,756
"801","11","Solothurn","2461","Schnottwil",35.658914729,230,415,72.031076582,649,901,645,716,423
"802","11","Solothurn","2463","Unterramsern",36.090225564,48,85,73.480662983,133,181,133,154,97
"803","11","Solothurn","2464","Lüsslingen-Nennigkofen",49.293286219,279,287,70.257037944,574,817,566,781,463
"804","11","Solothurn","2465","Buchegg",41.172365666,590,843,70.651641352,1442,2041,1433,2272,1271
"805","11","Solothurn","2471","Bättwil",41.584158416,210,295,60.838323353,508,835,505,170,92
"806","11","Solothurn","2472","Büren (SO)",40.388768898,187,276,62.349799733,467,749,463,622,289
"807","11","Solothurn","2473","Dornach",51.893256401,1439,1334,64.956079519,2810,4326,2773,575,99
"808","11","Solothurn","2474","Gempen",43.055555556,186,246,71.592775041,436,609,432,597,313
"809","11","Solothurn","2475","Hochwald",47.325102881,345,384,76.5625,735,960,729,828,375
"810","11","Solothurn","2476","Hofstetten-Flüh",44.22253923,620,782,63.460674157,1412,2225,1402,753,297
"811","11","Solothurn","2477","Metzerlen-Mariastein",36.822429907,197,338,77.396280401,541,699,535,850,391
"812","11","Solothurn","2478","Nuglar-St. Pantaleon",39.851485149,322,486,68.231349539,814,1193,808,634,284
"813","11","Solothurn","2479","Rodersdorf",59.026888604,461,320,75.988428158,788,1037,781,532,292
"814","11","Solothurn","2480","Seewen",34.064080944,202,391,71.140142518,599,842,593,1639,656
"815","11","Solothurn","2481","Witterswil",46.381093058,314,363,67.091087169,685,1021,677,264,166
"816","11","Solothurn","2491","Hauenstein-Ifenthal",47.904191617,80,87,72.294372294,167,231,167,531,263
"817","11","Solothurn","2492","Kienberg",27.559055118,70,184,67.2823219,255,379,254,855,428
"818","11","Solothurn","2493","Lostorf",38.99057127,703,1100,60.818517276,1813,2981,1803,1327,481
"819","11","Solothurn","2495","Niedergösgen",36.46702047,481,838,56.070826307,1330,2372,1319,432,108
"820","11","Solothurn","2497","Obergösgen",39.350180505,327,504,55.062050947,843,1531,831,362,145
"821","11","Solothurn","2499","Stüsslingen",39.273356401,227,351,62.352941176,583,935,578,835,390
"822","11","Solothurn","2500","Trimbach",50.255102041,788,780,46.120186698,1581,3428,1568,764,173
"823","11","Solothurn","2501","Winznau",43.328929987,328,429,55.800293686,760,1362,757,397,141
"824","11","Solothurn","2502","Wisen (SO)",50.458715596,110,108,64.927536232,224,345,218,481,254
"825","11","Solothurn","2503","Erlinsbach (SO)",45.818692902,652,771,58.857377723,1432,2433,1423,885,378
"826","11","Solothurn","2511","Aeschi (SO)",41.484716157,285,402,66.666666667,688,1032,687,541,341
"827","11","Solothurn","2513","Biberist",48.108274377,1564,1687,56.642993244,3270,5773,3251,1216,428
"828","11","Solothurn","2514","Bolken",38.4375,123,197,70.925110132,322,454,320,213,136
"829","11","Solothurn","2516","Deitingen",39.219512195,402,623,62.289156627,1034,1660,1025,754,387
"830","11","Solothurn","2517","Derendingen",40.833333333,784,1136,50.630252101,1928,3808,1920,566,212
"831","11","Solothurn","2518","Etziken",33.033707865,147,298,60.704607046,448,738,445,337,175
"832","11","Solothurn","2519","Gerlafingen",41.278610892,523,744,46.496350365,1274,2740,1267,189,13
"833","11","Solothurn","2520","Halten",42.361111111,183,249,65.256797583,432,662,432,189,114
"834","11","Solothurn","2523","Horriwil",39.643652561,178,271,68.702290076,450,655,449,262,154
"835","11","Solothurn","2524","Hüniken",49.450549451,45,46,78.448275862,91,116,91,101,79
"836","11","Solothurn","2525","Kriegstetten",33.793103448,196,384,59.670781893,580,972,580,112,51
"837","11","Solothurn","2526","Lohn-Ammannsegg",49.338900487,709,728,64.874551971,1448,2232,1437,453,210
"838","11","Solothurn","2527","Luterbach",40.413399857,567,836,57.94661191,1411,2435,1403,455,154
"839","11","Solothurn","2528","Obergerlafingen",33.655705996,174,343,57.726269316,523,906,517,150,68
"840","11","Solothurn","2529","Oekingen",46.318289786,195,226,65.683229814,423,644,421,239,140
